transaction_id,user_id,amount,payment_method,failure_reason,timestamp,hour_of_day,day_of_week,device_type,retry_count,past_success_rate,preferred_channel,retry_success
1eb25a52-92f,U00407,2434.78,credit_card,insufficient_balance,2026-06-12 17:36:25.052019,17,4,desktop_web,3,0.76,whatsapp,0
54821c6c-4f6,U00916,1836.62,wallet,wrong_otp,2026-08-27 19:21:51.053566,19,3,desktop_web,2,0.87,sms,1
98e6d8b0-fa5,U00145,117.81,upi,insufficient_balance,2026-07-20 00:45:38.053566,0,0,ios,1,0.9,whatsapp,0
a9279a0a-55c,U00022,86.05,credit_card,network_timeout,2026-06-22 20:46:44.053566,20,0,android,1,0.79,email,1
ada8cadd-7f4,U00545,1826.51,wallet,insufficient_balance,2026-07-22 04:11:51.055124,4,2,desktop_web,0,0.66,sms,1
8a5b2284-cbe,U00733,975.55,credit_card,insufficient_balance,2026-07-03 15:34:18.055124,15,4,android,0,0.52,sms,0
ccb83356-604,U00634,229.13,upi,bank_server_down,2026-05-30 15:03:55.055124,15,5,ios,3,0.63,email,0
ab38b0b4-db8,U00819,156.14,netbanking,insufficient_balance,2026-08-17 18:44:57.056668,18,0,android,2,0.94,whatsapp,1
db5b38dc-ca2,U00781,6818.18,upi,insufficient_balance,2026-08-23 23:29:05.056668,23,6,android,2,0.58,whatsapp,1
416d75a1-bf1,U00872,1427.47,upi,card_declined_by_bank,2026-08-15 14:42:05.057674,14,5,mobile_web,0,0.57,sms,0
2356de99-f0f,U00913,486.41,debit_card,insufficient_balance,2026-06-03 18:51:12.058177,18,2,android,3,0.99,sms,0
cf1ca27e-2cb,U00506,916.74,upi,wrong_otp,2026-06-30 00:08:19.058686,0,1,android,0,0.69,whatsapp,1
5e3572da-9b6,U00351,437.38,wallet,insufficient_balance,2026-08-06 13:20:01.058686,13,3,android,2,0.99,whatsapp,1
c227d45e-473,U00620,3274.75,credit_card,bank_server_down,2026-06-27 23:29:51.059692,23,5,ios,1,0.66,email,0
235e2aa1-b2d,U00115,1230.36,debit_card,wrong_otp,2026-07-09 15:30:40.059692,15,3,ios,3,0.83,sms,0
466e5bff-43f,U00711,151.59,upi,wrong_otp,2026-06-26 14:51:32.059692,14,4,mobile_web,0,0.77,whatsapp,0
5a7f4261-467,U00899,278.17,upi,network_timeout,2026-07-30 03:38:41.061231,3,3,ios,3,0.66,whatsapp,1
0298ba69-f19,U00559,481.61,upi,bank_server_down,2026-07-21 19:17:03.061231,19,1,android,1,0.72,sms,1
1ca88fe2-822,U00466,191.69,netbanking,network_timeout,2026-06-06 09:28:20.061231,9,5,android,2,0.87,sms,1
91999c78-3fe,U00171,2276.93,upi,insufficient_balance,2026-08-13 17:49:04.061231,17,3,mobile_web,1,0.66,sms,1
02eb3584-c38,U00320,342.52,credit_card,insufficient_balance,2026-08-25 04:07:20.062774,4,1,desktop_web,1,0.79,whatsapp,1
b36934c5-d27,U00521,338.64,wallet,card_declined_by_bank,2026-08-09 05:54:18.062774,5,6,desktop_web,3,0.86,sms,0
014e138b-e1e,U00301,228.42,upi,card_declined_by_bank,2026-08-18 12:23:59.062774,12,1,ios,2,0.7,sms,0
d658b13d-94a,U00969,3991.17,netbanking,insufficient_balance,2026-07-20 23:31:27.064321,23,0,android,3,0.57,email,1
5a5d7355-635,U00589,45.66,netbanking,expired_card,2026-07-11 19:16:53.064321,19,5,android,3,0.65,sms,0
1814a87f-e2a,U00919,806.86,upi,wrong_otp,2026-06-20 19:03:02.065367,19,5,desktop_web,2,0.81,whatsapp,0
ca771fd1-38c,U00883,1281.87,netbanking,wrong_otp,2026-07-22 15:39:22.065367,15,2,desktop_web,1,0.94,email,1
deea6c29-8f9,U00912,444.41,upi,insufficient_balance,2026-08-27 23:04:51.065367,23,3,desktop_web,3,0.82,email,0
f2f51299-f49,U00293,272.82,netbanking,wrong_otp,2026-07-01 15:36:27.066905,15,2,desktop_web,0,0.91,whatsapp,1
3f0971b8-03f,U00471,885.95,upi,wrong_otp,2026-06-26 09:26:00.067445,9,4,android,3,0.43,sms,0
3a54cfee-56e,U00719,350.55,upi,network_timeout,2026-07-03 17:55:05.067445,17,4,android,2,0.77,sms,0
7d1442e7-0a5,U00518,430.83,wallet,insufficient_balance,2026-07-24 08:13:16.068451,8,4,ios,0,0.79,email,0
a2b5e3bd-04c,U00038,231.8,credit_card,wrong_otp,2026-07-01 21:20:08.068451,21,2,desktop_web,0,0.58,sms,0
c9fe91eb-efd,U00157,1188.64,upi,network_timeout,2026-06-29 13:48:01.068451,13,0,android,0,0.85,sms,1
386ff82f-9cb,U00075,135.72,netbanking,insufficient_balance,2026-06-07 14:51:32.069996,14,6,android,3,0.9,email,0
e4d5c0fa-444,U00752,75.26,debit_card,daily_limit_exceeded,2026-06-08 17:28:11.069996,17,0,android,1,0.63,email,0
a9b375a9-a38,U00523,372.93,upi,bank_server_down,2026-07-12 18:01:55.069996,18,6,mobile_web,0,0.87,sms,1
25451cf1-113,U00168,742.65,credit_card,insufficient_balance,2026-07-31 01:38:35.071546,1,4,android,3,0.74,whatsapp,0
00dae1eb-cea,U00677,511.61,debit_card,bank_server_down,2026-06-22 05:29:13.071546,5,0,desktop_web,2,0.99,sms,1
99896f8a-3e5,U00479,379.46,credit_card,insufficient_balance,2026-06-16 17:24:35.071546,17,1,android,0,0.95,email,1
7be1dc54-e85,U00899,524.21,credit_card,insufficient_balance,2026-08-26 00:25:47.073109,0,2,desktop_web,2,0.66,whatsapp,0
9cd1d274-db9,U00531,132.96,netbanking,insufficient_balance,2026-06-14 20:37:44.073109,20,6,mobile_web,0,0.53,whatsapp,0
fade141f-6fb,U00182,2559.6,upi,insufficient_balance,2026-06-20 08:43:36.073109,8,5,ios,2,0.62,sms,1
4c2d4088-d51,U00403,623.45,wallet,network_timeout,2026-08-05 04:05:17.073109,4,2,desktop_web,3,0.79,email,1
0ef6ed63-fcd,U00278,650.71,credit_card,network_timeout,2026-06-02 15:13:07.074655,15,1,mobile_web,2,0.79,sms,1
7d9816a4-3c1,U00574,3404.24,upi,card_declined_by_bank,2026-06-09 05:26:34.074655,5,1,mobile_web,1,0.9,sms,1
d579a5ee-996,U00552,2766.09,debit_card,wrong_otp,2026-07-23 00:00:11.074655,0,3,android,2,0.96,whatsapp,1
265fa2e5-402,U00802,2988.39,debit_card,wrong_otp,2026-07-05 01:53:02.076194,1,6,android,1,0.79,whatsapp,1
961c1209-e8e,U00288,371.38,credit_card,card_declined_by_bank,2026-06-04 04:51:36.076194,4,3,android,3,0.82,whatsapp,1
baf3eb25-d13,U00420,573.65,upi,network_timeout,2026-06-20 12:31:54.076194,12,5,desktop_web,0,0.99,whatsapp,1
4fc666c1-2e4,U00394,575.78,upi,daily_limit_exceeded,2026-06-11 00:50:27.077727,0,3,android,2,0.96,whatsapp,1
6b29bb73-8af,U00934,601.51,upi,daily_limit_exceeded,2026-08-23 19:13:55.077727,19,6,ios,3,0.85,email,1
007e30e5-d37,U00663,426.14,upi,network_timeout,2026-08-12 08:20:32.078734,8,2,desktop_web,0,0.7,whatsapp,0
cd7a2ee7-bca,U00764,1618.68,upi,bank_server_down,2026-07-29 02:04:22.079239,2,2,android,1,0.95,sms,0
c68b96dd-e33,U00729,295.71,wallet,bank_server_down,2026-07-29 06:35:59.079239,6,2,ios,2,0.66,whatsapp,0
b55ede1b-fac,U00104,494.96,upi,card_declined_by_bank,2026-08-26 19:30:13.079239,19,2,desktop_web,2,0.76,whatsapp,1
21f25c60-7de,U00401,615.86,upi,bank_server_down,2026-06-06 09:19:44.080780,9,5,android,0,0.69,whatsapp,1
1aeee6dd-1ad,U00785,21930.58,upi,wrong_otp,2026-07-25 14:36:06.080780,14,5,android,0,0.94,email,1
ef93d7b0-af9,U00646,289.42,upi,bank_server_down,2026-08-27 06:27:58.080780,6,3,android,0,0.38,sms,0
e68005f6-065,U00332,2683.85,credit_card,network_timeout,2026-07-15 21:19:56.082321,21,2,desktop_web,0,0.79,whatsapp,1
6fe6211e-b85,U00724,111.33,debit_card,daily_limit_exceeded,2026-07-16 00:47:03.082321,0,3,desktop_web,1,0.81,email,1
3ccfd890-ee6,U00909,515.66,debit_card,expired_card,2026-08-02 19:44:30.082321,19,6,ios,2,0.99,whatsapp,1
2e62b8d4-2b3,U00453,700.79,upi,network_timeout,2026-07-05 22:24:55.083900,22,6,ios,0,0.86,whatsapp,1
777b0949-2fa,U00455,6080.47,upi,wrong_otp,2026-07-06 03:05:42.083900,3,0,ios,2,0.66,email,1
5eb47236-793,U00159,519.88,upi,insufficient_balance,2026-07-30 23:23:59.083900,23,3,desktop_web,0,0.88,whatsapp,0
ca763009-07a,U00864,5184.1,upi,insufficient_balance,2026-07-06 08:56:04.085454,8,0,desktop_web,2,0.69,whatsapp,1
fd554b38-b5d,U00901,173.95,upi,bank_server_down,2026-06-27 06:47:54.085454,6,5,android,3,0.72,email,1
ac41c4d0-ada,U00479,1347.99,credit_card,insufficient_balance,2026-06-05 11:09:40.085454,11,4,ios,1,0.95,email,1
d47c3900-566,U00535,38.76,upi,insufficient_balance,2026-07-01 16:01:51.087016,16,2,android,0,0.79,whatsapp,0
2f7df0ec-fdc,U00665,655.97,upi,card_declined_by_bank,2026-07-24 23:56:31.087528,23,4,android,3,0.8,sms,1
a3811c94-918,U00702,434.69,debit_card,insufficient_balance,2026-06-23 05:54:04.087528,5,1,android,3,0.67,email,0
49453506-b1e,U00301,1050.98,credit_card,insufficient_balance,2026-06-14 05:37:06.088539,5,6,android,0,0.7,sms,1
b0cd0207-8cc,U00223,531.88,upi,wrong_otp,2026-08-15 16:10:36.088539,16,5,ios,0,0.54,sms,1
a9e797fc-b5d,U00140,185.98,upi,network_timeout,2026-08-28 04:39:18.088539,4,4,mobile_web,2,0.81,whatsapp,1
05ee3088-a65,U00971,242.1,debit_card,expired_card,2026-07-23 13:22:33.090103,13,3,mobile_web,2,0.68,whatsapp,1
70b5fe77-1d9,U00786,757.31,netbanking,card_declined_by_bank,2026-06-08 01:05:37.090103,1,0,ios,3,0.91,sms,1
3dac0a68-9f2,U00560,265.97,upi,bank_server_down,2026-06-21 22:48:59.090103,22,6,ios,3,0.82,email,1
0a574a95-c46,U00710,67.93,credit_card,daily_limit_exceeded,2026-08-15 22:36:39.090103,22,5,android,1,0.81,sms,1
07d4f575-85f,U00752,12937.0,credit_card,bank_server_down,2026-06-17 15:20:30.091652,15,2,android,2,0.63,email,0
ca9f656a-0cb,U00568,806.32,credit_card,wrong_otp,2026-06-01 22:08:48.091652,22,0,ios,0,0.5,sms,1
44781d74-6db,U00634,1460.2,netbanking,insufficient_balance,2026-08-16 07:29:50.091652,7,6,desktop_web,1,0.63,email,0
f47855e2-dc7,U00252,242.68,upi,card_declined_by_bank,2026-05-31 02:56:02.093193,2,6,ios,1,0.99,email,1
b75d1e02-4c5,U00542,506.83,upi,expired_card,2026-06-09 03:18:10.093704,3,1,ios,0,0.86,email,0
2db0105c-308,U00509,2461.56,upi,daily_limit_exceeded,2026-08-14 19:26:01.094211,19,4,android,3,0.66,email,1
eb534c07-bd3,U00334,454.47,debit_card,network_timeout,2026-07-24 10:29:12.094715,10,4,android,3,0.93,email,1
07ab590e-c4f,U00011,257.2,upi,insufficient_balance,2026-07-11 21:51:54.094715,21,5,ios,2,0.71,email,0
079cced4-26c,U00320,164.06,upi,wrong_otp,2026-08-09 10:28:03.094715,10,6,desktop_web,3,0.79,whatsapp,1
3921ba7d-2cb,U00538,931.75,credit_card,wrong_otp,2026-08-06 21:03:44.096254,21,3,android,3,0.93,sms,1
e5cf1161-3fb,U00416,2342.4,credit_card,insufficient_balance,2026-06-04 09:59:06.096254,9,3,desktop_web,1,0.99,sms,1
e772f1af-51d,U00318,691.96,credit_card,card_declined_by_bank,2026-08-06 10:18:43.096254,10,3,ios,0,0.83,sms,1
001be060-6eb,U00085,1037.48,credit_card,bank_server_down,2026-06-14 12:51:25.097772,12,6,mobile_web,1,0.7,whatsapp,1
dffa4f89-1d5,U00517,392.98,debit_card,insufficient_balance,2026-08-24 04:02:32.098359,4,0,desktop_web,0,0.63,whatsapp,0
c1b23a4b-478,U00623,1183.41,credit_card,expired_card,2026-06-12 22:28:35.098874,22,4,ios,3,0.98,sms,1
68efb415-7a9,U00973,668.74,upi,insufficient_balance,2026-07-23 01:03:50.099393,1,3,ios,2,0.68,whatsapp,1
8c13e7b6-ae6,U00294,318.87,credit_card,network_timeout,2026-08-19 22:56:51.099393,22,2,ios,1,0.83,email,1
81b73348-9c4,U00025,441.5,credit_card,insufficient_balance,2026-06-23 23:47:21.100400,23,1,android,2,0.8,email,1
efdfd00b-ed1,U00833,837.61,upi,expired_card,2026-08-02 02:32:54.100400,2,6,ios,1,0.66,email,1
7593d98c-92e,U00404,356.68,netbanking,card_declined_by_bank,2026-08-11 03:06:42.100400,3,1,android,0,0.71,sms,1
2fa09f04-3e4,U00823,1260.02,upi,expired_card,2026-07-04 11:18:23.100400,11,5,ios,0,0.73,email,1
03a9ddb9-626,U00658,1229.04,credit_card,network_timeout,2026-08-09 20:51:06.101941,20,6,android,1,0.81,email,1
5dafe391-a1d,U00055,1904.72,upi,insufficient_balance,2026-06-04 10:49:57.101941,10,3,desktop_web,1,0.92,sms,1
4a885084-325,U00813,1043.58,upi,insufficient_balance,2026-08-08 03:15:55.101941,3,5,mobile_web,3,0.81,whatsapp,1
f3d286b2-9f6,U00308,1118.63,upi,daily_limit_exceeded,2026-08-06 01:11:50.103500,1,3,android,1,0.86,email,1
a2966ad9-a82,U00212,412.67,upi,insufficient_balance,2026-08-25 18:21:28.103500,18,1,ios,0,0.92,whatsapp,0
527d9987-a2f,U00004,2934.03,upi,daily_limit_exceeded,2026-07-09 01:25:19.103500,1,3,desktop_web,3,0.74,sms,0
9e2e3b74-a4d,U00052,493.02,upi,network_timeout,2026-08-18 14:46:53.105041,14,1,android,2,0.68,email,1
d1b13763-5e3,U00525,1859.92,debit_card,wrong_otp,2026-08-18 22:28:01.105041,22,1,mobile_web,3,0.51,sms,0
009617d3-cad,U00501,765.56,credit_card,bank_server_down,2026-07-26 06:48:14.105041,6,6,android,1,0.99,email,1
bd398a89-554,U00263,1139.72,upi,insufficient_balance,2026-06-01 18:04:39.106591,18,0,ios,0,0.63,sms,1
3fd9c6e7-1f5,U00388,547.17,upi,daily_limit_exceeded,2026-08-05 02:40:35.106591,2,2,android,3,0.92,sms,1
77ee222e-856,U00885,341.51,upi,card_declined_by_bank,2026-06-03 11:55:29.107597,11,2,ios,1,0.99,whatsapp,1
9a63ca25-78b,U00357,594.94,upi,card_declined_by_bank,2026-06-25 03:04:20.108101,3,3,ios,2,0.74,email,0
0a0ebc11-108,U00518,70.7,upi,bank_server_down,2026-06-15 06:38:03.108610,6,0,ios,0,0.79,email,0
3ee7dc84-b98,U00559,692.35,debit_card,insufficient_balance,2026-06-11 00:50:10.108610,0,3,mobile_web,3,0.72,sms,1
6f4fff09-586,U00296,361.89,upi,insufficient_balance,2026-07-08 22:24:14.109616,22,2,desktop_web,3,0.91,whatsapp,1
f1e6a37a-ddf,U00713,109.55,debit_card,daily_limit_exceeded,2026-07-14 05:43:43.109616,5,1,android,3,0.84,sms,0
4f13a4b6-ab0,U00851,333.86,upi,bank_server_down,2026-06-14 09:07:30.109616,9,6,android,3,0.7,whatsapp,1
ed550cf6-673,U00988,222.67,upi,insufficient_balance,2026-07-25 23:00:03.111168,23,5,desktop_web,2,0.75,whatsapp,1
423eeac0-3c2,U00013,186.39,upi,insufficient_balance,2026-07-11 10:06:31.111168,10,5,mobile_web,1,0.49,whatsapp,1
9824fe5c-62d,U00313,1182.76,credit_card,wrong_otp,2026-06-17 20:03:44.111168,20,2,ios,3,0.9,whatsapp,1
57e9445d-885,U00444,619.53,upi,bank_server_down,2026-07-28 05:18:18.111168,5,1,mobile_web,1,0.58,whatsapp,0
fc487cae-fb8,U00374,581.76,credit_card,insufficient_balance,2026-06-15 22:20:30.112723,22,0,mobile_web,1,0.99,whatsapp,1
4791a0ca-99f,U00450,103.02,upi,card_declined_by_bank,2026-06-08 02:48:04.112723,2,0,desktop_web,1,0.77,whatsapp,0
54c95ed7-bd1,U00828,91.22,upi,card_declined_by_bank,2026-08-03 03:19:12.112723,3,0,ios,2,0.72,email,1
fc8840fb-542,U00166,708.71,netbanking,wrong_otp,2026-06-30 15:38:15.114274,15,1,desktop_web,1,0.9,email,1
bfe9c5d4-e54,U00440,986.63,upi,wrong_otp,2026-07-19 08:36:24.114274,8,6,android,3,0.84,sms,1
c56b2a36-989,U00675,294.81,netbanking,wrong_otp,2026-08-05 06:04:06.115511,6,2,android,3,0.66,whatsapp,0
44d582e7-8d8,U00152,1128.38,upi,insufficient_balance,2026-06-29 17:40:19.116044,17,0,android,3,0.68,sms,0
9e200c74-887,U00169,856.15,upi,insufficient_balance,2026-07-02 10:13:08.116044,10,3,ios,1,0.67,whatsapp,1
5fdd2204-d1e,U00012,261.32,debit_card,expired_card,2026-06-26 21:09:42.116044,21,4,mobile_web,1,0.82,whatsapp,1
b27689a8-762,U00366,772.06,netbanking,network_timeout,2026-07-04 22:25:08.117406,22,5,ios,1,0.81,email,1
b977c40a-de1,U00546,399.49,upi,daily_limit_exceeded,2026-08-17 16:18:50.117406,16,0,android,1,0.87,email,1
ebebf394-606,U00422,768.79,upi,network_timeout,2026-07-05 01:09:15.118414,1,6,mobile_web,3,0.74,email,0
2faba14c-57e,U00845,981.2,upi,expired_card,2026-06-25 11:00:28.118919,11,3,desktop_web,3,0.85,whatsapp,1
14925c0f-6ec,U00730,326.4,debit_card,bank_server_down,2026-08-05 12:05:35.119549,12,2,desktop_web,3,0.81,email,1
845707be-2e1,U00036,197.26,upi,wrong_otp,2026-07-26 12:04:48.120062,12,6,desktop_web,2,0.81,email,1
35ecf24e-072,U00519,6530.84,netbanking,bank_server_down,2026-06-22 19:45:02.120062,19,0,mobile_web,2,0.89,email,1
f761c693-f5e,U00918,143.59,credit_card,expired_card,2026-06-25 19:48:43.120062,19,3,mobile_web,3,0.71,email,0
e87d9ec9-d39,U00571,2071.25,netbanking,wrong_otp,2026-07-18 08:15:37.121600,8,5,mobile_web,0,0.99,sms,1
bf30db00-8ad,U00822,326.11,upi,daily_limit_exceeded,2026-06-11 19:22:44.121600,19,3,android,1,0.99,email,1
db89e6a0-c95,U00862,864.27,upi,bank_server_down,2026-07-21 12:26:56.121600,12,1,android,2,0.99,whatsapp,1
0c530a62-e6c,U00409,2064.91,netbanking,daily_limit_exceeded,2026-08-27 13:35:30.121600,13,3,desktop_web,0,0.86,whatsapp,0
44487112-6e4,U00366,1631.95,debit_card,insufficient_balance,2026-07-08 06:38:52.123144,6,2,ios,2,0.81,email,0
5b5cfdbb-60c,U00712,270.78,debit_card,bank_server_down,2026-07-06 13:08:16.123144,13,0,mobile_web,2,0.7,email,1
00fb56d0-f9f,U00782,1064.76,debit_card,insufficient_balance,2026-08-21 09:21:16.123144,9,4,ios,0,0.84,email,1
115b6632-842,U00021,1395.44,credit_card,expired_card,2026-06-12 19:13:48.124691,19,4,ios,2,0.75,sms,0
f636b6bd-773,U00906,74.77,debit_card,wrong_otp,2026-06-11 01:10:52.124691,1,3,desktop_web,1,0.58,whatsapp,1
3257ef76-645,U00690,148.29,upi,daily_limit_exceeded,2026-06-27 06:54:21.124691,6,5,android,2,0.73,sms,0
6c73bfd5-e4c,U00007,904.77,credit_card,wrong_otp,2026-06-23 14:07:11.126229,14,1,ios,3,0.9,sms,1
bc88cb0c-e92,U00648,1052.44,debit_card,bank_server_down,2026-06-30 06:43:15.126229,6,1,desktop_web,1,0.75,email,0
18da0911-183,U00538,321.25,debit_card,insufficient_balance,2026-07-24 12:52:55.126229,12,4,mobile_web,1,0.93,sms,0
3eb9597f-0dc,U00062,277.31,credit_card,wrong_otp,2026-06-09 15:35:41.127765,15,1,android,0,0.61,whatsapp,1
a4d8c537-b58,U00257,1083.87,credit_card,network_timeout,2026-06-11 08:54:49.128279,8,3,mobile_web,2,0.67,whatsapp,1
42d5c59f-c37,U00065,6568.58,netbanking,insufficient_balance,2026-06-11 04:52:18.128279,4,3,android,2,0.98,email,1
7de5b4e6-1c3,U00278,556.89,debit_card,wrong_otp,2026-08-27 11:27:36.129286,11,3,desktop_web,2,0.79,sms,1
094642ae-442,U00879,885.71,upi,bank_server_down,2026-08-02 09:47:24.129286,9,6,desktop_web,1,0.96,sms,1
f20bfe9c-761,U00588,144.53,upi,daily_limit_exceeded,2026-08-15 23:00:33.129286,23,5,mobile_web,2,0.9,whatsapp,1
e4ff51a7-cd3,U00615,129.89,upi,network_timeout,2026-08-24 23:12:34.129286,23,0,mobile_web,0,0.8,email,1
e12b7873-7ee,U00962,139.88,upi,insufficient_balance,2026-06-15 09:53:32.131143,9,0,android,3,0.81,email,0
c7244c8c-111,U00866,256.54,debit_card,daily_limit_exceeded,2026-08-18 04:14:34.131143,4,1,ios,1,0.82,email,1
f8769cf2-2c4,U00947,1102.06,netbanking,wrong_otp,2026-06-12 08:23:24.131143,8,4,mobile_web,3,0.68,sms,1
d0e0ccf8-094,U00671,5958.0,credit_card,bank_server_down,2026-06-18 11:00:35.132820,11,3,mobile_web,0,0.47,email,1
a7d1ee8e-34b,U00334,1182.16,upi,daily_limit_exceeded,2026-08-01 05:16:41.132820,5,5,android,2,0.93,email,1
621cc9ce-9da,U00235,712.72,debit_card,card_declined_by_bank,2026-07-21 15:59:56.132820,15,1,android,0,0.88,whatsapp,0
fa51dfba-ce0,U00427,296.44,netbanking,bank_server_down,2026-08-01 13:08:04.134365,13,5,android,0,0.88,sms,0
3e9accd9-3a3,U00224,455.93,upi,insufficient_balance,2026-08-21 16:04:48.134365,16,4,ios,1,0.71,email,0
43946ba1-a18,U00604,712.3,upi,insufficient_balance,2026-07-14 11:48:38.134365,11,1,ios,0,0.84,sms,0
9247b4e4-652,U00758,1576.67,upi,wrong_otp,2026-06-21 12:56:45.135896,12,6,android,1,0.65,email,0
97ef9166-7fd,U00100,242.61,debit_card,wrong_otp,2026-07-30 10:57:52.136408,10,3,android,3,0.57,sms,1
d00c0ec4-392,U00356,468.21,wallet,daily_limit_exceeded,2026-06-18 19:07:09.136408,19,3,android,1,0.78,email,1
6ea2f584-329,U00614,1031.69,upi,bank_server_down,2026-08-07 09:12:05.136408,9,4,ios,3,0.99,email,1
31c9fac5-a32,U00124,316.32,upi,network_timeout,2026-07-27 20:57:02.137416,20,0,ios,3,0.87,email,1
3946baa9-03d,U00070,552.93,debit_card,bank_server_down,2026-08-08 08:23:05.137416,8,5,desktop_web,2,0.83,whatsapp,1
aad08553-5cc,U00368,995.93,debit_card,card_declined_by_bank,2026-08-04 19:54:49.138421,19,1,ios,1,0.79,sms,0
126ff8fa-482,U00139,365.69,upi,insufficient_balance,2026-08-05 20:00:23.138927,20,2,mobile_web,1,0.6,sms,1
eee61d9b-b06,U00561,200.43,credit_card,insufficient_balance,2026-07-20 05:31:06.139524,5,0,ios,0,0.99,whatsapp,1
f24830f7-3b2,U00346,1162.21,upi,card_declined_by_bank,2026-08-05 15:15:52.140036,15,2,ios,2,0.56,sms,1
a2f78ff4-a45,U00145,1384.71,upi,insufficient_balance,2026-07-10 23:14:29.140036,23,4,android,2,0.9,whatsapp,1
b74c2995-849,U00756,1719.36,wallet,wrong_otp,2026-06-08 10:12:26.140036,10,0,android,3,0.85,whatsapp,1
fed55bf7-96d,U00318,779.32,upi,insufficient_balance,2026-07-28 11:24:02.141588,11,1,mobile_web,0,0.83,sms,1
dd8cf669-5b1,U00685,1546.66,debit_card,card_declined_by_bank,2026-08-19 02:10:03.141588,2,2,ios,3,0.89,sms,1
b9101305-6e8,U00019,227.28,upi,insufficient_balance,2026-06-11 15:12:13.141588,15,3,ios,3,0.57,whatsapp,0
5907ea0a-f9c,U00238,462.27,upi,network_timeout,2026-08-18 11:51:51.143120,11,1,ios,1,0.68,email,1
c6ffa971-141,U00438,563.74,debit_card,expired_card,2026-07-17 09:26:13.143120,9,4,mobile_web,2,0.52,whatsapp,0
4c564830-857,U00117,3247.98,credit_card,insufficient_balance,2026-07-08 14:39:17.144239,14,2,mobile_web,1,0.6,whatsapp,0
8ce246d5-5dc,U00820,601.5,upi,card_declined_by_bank,2026-06-12 05:59:01.144239,5,4,ios,1,0.7,whatsapp,1
09b27691-656,U00854,283.77,wallet,expired_card,2026-08-05 14:28:34.144239,14,2,ios,1,0.99,whatsapp,1
75017aae-fe8,U00961,206.05,wallet,daily_limit_exceeded,2026-07-18 21:14:09.144239,21,5,android,0,0.98,whatsapp,1
ec277da2-a70,U00772,289.04,debit_card,bank_server_down,2026-06-14 11:26:53.145778,11,6,desktop_web,1,0.87,whatsapp,1
ec8453ff-f6e,U00104,1985.66,debit_card,network_timeout,2026-08-05 01:36:19.145778,1,2,ios,1,0.76,whatsapp,1
1b43f14c-871,U00511,259.98,debit_card,bank_server_down,2026-06-05 01:52:03.145778,1,4,mobile_web,1,0.77,whatsapp,0
e4bd73dd-c30,U00269,895.16,debit_card,network_timeout,2026-07-02 07:11:10.147873,7,3,ios,2,0.8,email,0
e6633f5f-65b,U00490,101.92,credit_card,daily_limit_exceeded,2026-06-23 01:08:33.148384,1,1,mobile_web,1,0.78,email,1
d40389b0-020,U00378,4203.12,upi,network_timeout,2026-07-21 03:19:45.148896,3,1,android,2,0.99,sms,1
51d8cb55-185,U00695,777.6,upi,card_declined_by_bank,2026-06-26 07:17:18.148896,7,4,android,1,0.73,whatsapp,0
2f56b0df-195,U00200,1122.27,upi,network_timeout,2026-06-21 18:33:08.148896,18,6,desktop_web,0,0.83,whatsapp,1
c0520ce0-8a3,U00172,2511.65,credit_card,bank_server_down,2026-05-31 20:15:13.150439,20,6,android,1,0.77,whatsapp,1
ebf89985-2e6,U00802,966.04,debit_card,insufficient_balance,2026-08-02 17:08:46.150439,17,6,android,2,0.79,whatsapp,1
d907c637-00b,U00819,230.84,credit_card,insufficient_balance,2026-08-18 22:27:20.150439,22,1,mobile_web,2,0.94,whatsapp,1
e32f5fde-338,U00190,303.83,upi,bank_server_down,2026-06-26 09:46:47.151982,9,4,mobile_web,0,0.71,email,1
03d1e4ab-980,U00331,701.04,upi,insufficient_balance,2026-06-06 14:07:42.151982,14,5,ios,0,0.65,email,0
e0af4b41-f79,U00414,1673.32,upi,bank_server_down,2026-08-08 11:16:55.151982,11,5,desktop_web,0,0.83,email,1
d21d843b-da8,U00876,1920.03,upi,card_declined_by_bank,2026-08-03 21:24:57.153530,21,0,desktop_web,2,0.7,whatsapp,1
034e2e84-b96,U00370,303.73,upi,insufficient_balance,2026-08-03 15:06:44.153530,15,0,android,3,0.78,email,1
b073a910-f0f,U00628,1564.34,credit_card,insufficient_balance,2026-06-30 16:45:14.153530,16,1,mobile_web,3,0.79,whatsapp,1
17619a39-ce6,U00564,224.57,upi,insufficient_balance,2026-07-15 20:32:22.153530,20,2,android,1,0.96,email,1
4333d3e0-c5c,U00836,779.56,upi,insufficient_balance,2026-06-14 21:31:51.155080,21,6,android,0,0.99,whatsapp,1
1d853406-2d5,U00075,1842.56,credit_card,network_timeout,2026-06-08 20:35:25.155080,20,0,ios,0,0.9,email,1
47e0aa7b-311,U00071,1605.68,upi,insufficient_balance,2026-06-19 02:52:09.155080,2,4,ios,3,0.99,sms,0
de71b16b-107,U00646,336.52,netbanking,network_timeout,2026-07-14 10:58:41.156645,10,1,mobile_web,3,0.38,sms,0
60350acc-9ff,U00574,672.71,upi,expired_card,2026-07-15 14:29:43.156645,14,2,ios,0,0.9,sms,1
ea99dfc1-72d,U00085,80.1,upi,wrong_otp,2026-07-16 12:10:49.157670,12,3,ios,0,0.7,whatsapp,0
c9cd53b9-5f7,U00398,3219.74,debit_card,expired_card,2026-06-17 12:37:43.158183,12,2,ios,3,0.76,sms,1
